Name	latitude	longitude	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Note	Date	Year	Alpinist	Guide	Expedition_members	Reference	altitude_span	altitude	SOIUSA	SOIUSA_Grande_Parte	SOIUSA_Grande_Settore	SOIUSA_Sezione	SOIUSA_Sottosezione	SOIUSA_Supergruppo	SOIUSA_Gruppo	SOIUSA_Sottogruppo	SOIUSA_Codice
Pizzo Redorta	46.061806	9.984722	FALSE				First absolute ascent		1830	1830	Un gruppo di cartografi austriaci		Un gruppo di cartografi austriaci		3000	3038	Alpi Orientali > Alpi Sud-orientali > Alpi e Prealpi bergamasche > Alpi Orobie > Alpi Orobie Orientali > Gruppo di Coca > Gruppo Scais-Redorta	Alpi Orientali	Alpi Sud-orientali	Alpi e Prealpi bergamasche	Alpi Orobie	Alpi Orobie Orientali	Gruppo di Coca	Gruppo Scais-Redorta	II/C-29.I-A.2.b
Pizzo Zupò	46.368333	9.931111	FALSE				First absolute ascent		9 luglio 1863	1863	L. Enderlin, Serardi e Badrutt		L. Enderlin, Serardi e Badrutt		3500	3995	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Bernina > Catena Bernina-Scalino > Massiccio del Bernina > Gruppo dello Zupò	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Bernina	Catena Bernina-Scalino	Massiccio del Bernina	Gruppo dello Zupò	II/A-15.III-A.1.d
Punta Bianca della Grivola	45.5882	7.2587	FALSE				First absolute ascent		21 settembre1858	1858	Pierre-Balthazar Chamonin, Joseph-Antoine Jeantet		Pierre-Balthazar Chamonin, Joseph-Antoine Jeantet		3500	3793	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Gran Paradiso > Massiccio del Gran Paradiso > Gruppo Grivola-Gran Serra > Massiccio della Grivola	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Gran Paradiso	Massiccio del Gran Paradiso	Gruppo Grivola-Gran Serra	Massiccio della Grivola	I/B-7.IV-A.3.b
Punta Calabre	45.473262	7.073643	FALSE				First absolute ascent		7 agosto 1881	1881	Ettore Troya con due caporali alpini		Ettore Troya con due caporali alpini	[1]	3000	3445	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi della Grande Sassière e del Rutor > Catena Grande Sassière-Tsanteleina > Gruppo Grande Sassière-Tsanteleina > Nodo della Tsanteleina	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi della Grande Sassière e del Rutor	Catena Grande Sassière-Tsanteleina	Gruppo Grande Sassière-Tsanteleina	Nodo della Tsanteleina	I/B-7.III-A.2.a
Punta Carmen du Tacul	45.85455	6.89178	FALSE				First absolute ascent		13 agosto 1923	1923	H. Bregeault, Paul Chevalier e Jacques de Lépiney		H. Bregeault, Paul Chevalier e Jacques de Lépiney		4000	4109	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Gruppo del Monte Bianco > Gruppo del Mont Blanc du Tacul	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Gruppo del Monte Bianco	Gruppo del Mont Blanc du Tacul	I/B-7.V-B.2.e
Punta Cornour	44.850307	7.093019	FALSE				First absolute ascent		1836	1836	Cap. Cossato (Stato maggiore dellaRegia Armata Sarda)		Cap. Cossato (Stato maggiore dellaRegia Armata Sarda)	[1]	2500	2867	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Monginevro > Catena Bucie-Grand Queyron-Orsiera > Gruppo Bucie-Cornour > Costiera Cornour-Cialancia	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Monginevro	Catena Bucie-Grand Queyron-Orsiera	Gruppo Bucie-Cornour	Costiera Cornour-Cialancia	I/A-4.II.A.1.b
Punta di Charbonnel	45.281	7.055	FALSE				First absolute ascent		17 luglio1862	1862	Michel-Ange Foderé, Michel-Antoine Boniface detto Totogno, Jacques e Marcellin Personnaz		Michel-Ange Foderé, Michel-Antoine Boniface detto Totogno, Jacques e Marcellin Personnaz	[1]	3500	3760	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi di Lanzo e dell'Alta Moriana > Catena Rocciamelone-Charbonnel > Gruppo del Charbonnel > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi di Lanzo e dell'Alta Moriana	Catena Rocciamelone-Charbonnel	Gruppo del Charbonnel		I/B-7.I-A.3
Punta Dufour	45.93689	7.86676	FALSE				First absolute ascent		1º agosto 1855	1855	John Birkbeck, Charles Hudson, Ulrich Lauener, Christopher Smyth, James G. Smyth, Edward Stephenson, Matthäus Zumtaugwald, Johannes Zumtaugwald		John Birkbeck, Charles Hudson, Ulrich Lauener, Christopher Smyth, James G. Smyth, Edward Stephenson, Matthäus Zumtaugwald, Johannes Zumtaugwald		4500	4634	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Monte Rosa > Gruppo del Monte Rosa > Massiccio del Monte Rosa > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Monte Rosa	Gruppo del Monte Rosa	Massiccio del Monte Rosa		I/B-9.III-A.2
Punta Dunant	45.936944	7.867778	FALSE				First absolute ascent		1854	1854	Christopher Smyth, James G. Smyth e E. Smyth		Christopher Smyth, James G. Smyth e E. Smyth		4500	4632	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Monte Rosa > Gruppo del Monte Rosa > Massiccio del Monte Rosa > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Monte Rosa	Gruppo del Monte Rosa	Massiccio del Monte Rosa		I/B-9.III-A.2
Punta Elena	45.869552	6.982319	FALSE				First absolute ascent		22 agosto1898	1898	Luigi Amedeo di Savoia-Aosta	Joseph Petigax, Laurent Croux, Félix Ollier	Luigi Amedeo di Savoia-Aosta, Joseph Petigax, Laurent Croux, Félix Ollier		4000	4045	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Catena Rochefort-Grandes Jorasses-Leschaux > Gruppo delle Grandes Jorasses	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Catena Rochefort-Grandes Jorasses-Leschaux	Gruppo delle Grandes Jorasses	I/B-7.V-B.4.b
Punta Giordani	45.905808	7.868142	FALSE				First absolute ascent		23 luglio1801	1801	Pietro Giordani e altri		Pietro Giordani e altri		4000	4046	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Monte Rosa > Gruppo del Monte Rosa > Massiccio del Monte Rosa > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Monte Rosa	Gruppo del Monte Rosa	Massiccio del Monte Rosa		I/B-9.III-A.2
Punta Margherita (Grandes Jorasses)	45.869552	6.982319	FALSE				First absolute ascent		22 agosto1898	1898	Luigi Amedeo di Savoia-AostaconJoseph Petigax,Laurent CrouxeFélix Ollier		Luigi Amedeo di Savoia-AostaconJoseph Petigax,Laurent CrouxeFélix Ollier		4000	4066	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Catena Rochefort-Grandes Jorasses-Leschaux > Gruppo delle Grandes Jorasses	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Catena Rochefort-Grandes Jorasses-Leschaux	Gruppo delle Grandes Jorasses	I/B-7.V-B.4.b
Punta Rognosa di Sestriere	44.9344	6.93078	FALSE				First absolute ascent		1836	1836	capitano Cossato		capitano Cossato		3000	3280	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Monginevro > Catena Bucie-Grand Queyron-Orsiera > Gruppo Queyron-Albergian-Sestrière > Gruppo Grand Queyron-Vergia-Rognosa	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Monginevro	Catena Bucie-Grand Queyron-Orsiera	Gruppo Queyron-Albergian-Sestrière	Gruppo Grand Queyron-Vergia-Rognosa	I/A-4.II-A.2.a/b
Punta Roncia	45.2639	6.9785	FALSE				First absolute ascent		15 luglio1784	1784	Robert de Lamanon, Bouvier		Robert de Lamanon, Bouvier		3500	3612	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi di Lanzo e dell'Alta Moriana > Catena Rocciamelone-Charbonnel > Gruppo Roncia-Lamet > Nodo della Punta Roncia	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi di Lanzo e dell'Alta Moriana	Catena Rocciamelone-Charbonnel	Gruppo Roncia-Lamet	Nodo della Punta Roncia	I/B-7.I-A.1.a
Punta Scais	46.068333	9.984722	FALSE				First absolute ascent		3 luglio 1881	1881	Luigi Albani, Giuseppe Nievo, Ilario Zamboni, Isaia Bonetti, Antonio Baroni		Luigi Albani, Giuseppe Nievo, Ilario Zamboni, Isaia Bonetti, Antonio Baroni	[1]	3000	3038	Alpi Orientali > Alpi Sud-orientali > Alpi e Prealpi bergamasche > Alpi Orobie > Alpi Orobie Orientali > Gruppo di Coca > Gruppo Scais-Redorta	Alpi Orientali	Alpi Sud-orientali	Alpi e Prealpi bergamasche	Alpi Orobie	Alpi Orobie Orientali	Gruppo di Coca	Gruppo Scais-Redorta	II/C-29.I-A.2.b
Punta Valletta	45.24398	7.12534	FALSE				First absolute ascent		1 settembre 1888	1888	Guglielmina Cibrario, Luigi Cibrario, Enrico Marchesi		Guglielmina Cibrario, Luigi Cibrario, Enrico Marchesi	[1]	3000	3384	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi di Lanzo e dell'Alta Moriana > Catena Arnas-Ciamarella > Gruppo Autaret-Ovarda > Cresta Autaret-Lera-Arnas	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi di Lanzo e dell'Alta Moriana	Catena Arnas-Ciamarella	Gruppo Autaret-Ovarda	Cresta Autaret-Lera-Arnas	I/B-7.I-B.4.a
Punta Zumstein	45.931944	7.871389	FALSE				First absolute ascent		1 agosto 1820	1820	Joseph Vincent, Johann Niklaus Vincent, Joseph Zumstein, Molinatti, Castel ed altri		Joseph Vincent, Johann Niklaus Vincent, Joseph Zumstein, Molinatti, Castel ed altri		4500	4563	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Monte Rosa > Gruppo del Monte Rosa > Massiccio del Monte Rosa > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Monte Rosa	Gruppo del Monte Rosa	Massiccio del Monte Rosa		I/B-9.III-A.2
Punte Patrì	45.54053	7.35911	FALSE				First absolute ascent		7 agosto 1881	1881	A. Sella, C. Sella, A. Sella, G. Sella	Jean-Joseph Maquignaz, Jean-Baptiste Bich	A. Sella, C. Sella, A. Sella, G. Sella, Jean-Joseph Maquignaz, Jean-Baptiste Bich		3500	3581	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Gran Paradiso > Massiccio del Gran Paradiso > Gruppo Gran Paradiso-Roccia Viva > Gruppo Roccia Viva-Apostoli	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Gran Paradiso	Massiccio del Gran Paradiso	Gruppo Gran Paradiso-Roccia Viva	Gruppo Roccia Viva-Apostoli	I/B-7.IV-A.2.b
Roc della Niera	44.655912	6.947415	FALSE				First absolute ascent		1879	1879	tenente Siccardi		tenente Siccardi	[1]	3000	3177	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Monviso > Gruppo del Chambeyron > Gruppo del Mongioia > Costiera Roc della Niera-Péouvou	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Monviso	Gruppo del Chambeyron	Gruppo del Mongioia	Costiera Roc della Niera-Péouvou	I/A-4.I-A.3.b
Rocca dei Tre Vescovi	44.363133	6.886754	FALSE				First absolute ascent		agosto 1883	1883	E. Troya, P. Vigliardi, due soldati anonimi		E. Troya, P. Vigliardi, due soldati anonimi		2500	2867	Alpi Occidentali > Alpi Sud-occidentali > Alpi Marittime e Prealpi di Nizza > Alpi Marittime > Catena Corborant-Tenibres-Enciastraia > Gruppo Enciastraia-Siguret > Gruppo dell'Enciastraia	Alpi Occidentali	Alpi Sud-occidentali	Alpi Marittime e Prealpi di Nizza	Alpi Marittime	Catena Corborant-Tenibres-Enciastraia	Gruppo Enciastraia-Siguret	Gruppo dell'Enciastraia	I/A-2.1-C.12.a
Rocca dell'Abisso	44.14344	7.50393	FALSE				First absolute ascent		1832	1832	Lorenzo Pareto con un portatore		Lorenzo Pareto con un portatore		2500	2755	Alpi Occidentali > Alpi Sud-occidentali > Alpi Marittime e Prealpi di Nizza > Alpi Marittime > Gruppo Gelas-Grand Capelet > Gruppo della Rocca dell'Abisso > Cresta della Rocca dell'Abisso	Alpi Occidentali	Alpi Sud-occidentali	Alpi Marittime e Prealpi di Nizza	Alpi Marittime	Gruppo Gelas-Grand Capelet	Gruppo della Rocca dell'Abisso	Cresta della Rocca dell'Abisso	I/A-2.I-A.1.a
Rocca Provenzale	44.511667	6.922347	FALSE				First absolute ascent		1850	1850	don Agostino Provenzale		don Agostino Provenzale		2000	2451	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Monviso > Gruppo del Chambeyron > Gruppo della Marchisa > Costiera del Monte Albrage	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Monviso	Gruppo del Chambeyron	Gruppo della Marchisa	Costiera del Monte Albrage	I/A-4.1-A.4.a
Rocce Fourioun	44.707497	7.066031	FALSE				First absolute ascent		ca. 1850	1850	topografi del Regno di Sardegna		topografi del Regno di Sardegna		3000	3153	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Monviso > Gruppo del Monviso > Gruppo del Monvisopropriamente detto > Nodo del Monviso	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Monviso	Gruppo del Monviso	Gruppo del Monvisopropriamente detto	Nodo del Monviso	I/A-4.I-C.8.a
Roda di Vaèl	46.4222	11.6214	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		11 agosto 1908	1908	A. Dibona, A. Verzi, A. Broome, A. Corning (Via Dibona)		A. Dibona, A. Verzi, A. Broome, A. Corning (Via Dibona)	[1]	2500	2806	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Gardena e di Fassa > Dolomiti di Fassa > Gruppo del Catinaccio > Catena della Roda di Vaèl	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Gardena e di Fassa	Dolomiti di Fassa	Gruppo del Catinaccio	Catena della Roda di Vaèl	II/C-31.III-B.8.h
Rosa dei Banchi	45.578184	7.531815	FALSE				First absolute ascent		1831	1831	Capitano Albert dello Stato Maggiore Sardo		Capitano Albert dello Stato Maggiore Sardo		3000	3164	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Gran Paradiso > Gruppo della Rosa dei Banchi > Nodo della Rosa dei Banchi > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Gran Paradiso	Gruppo della Rosa dei Banchi	Nodo della Rosa dei Banchi		I/B-7.IV-B.5
Sass Rigais	46.608943	11.766694	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		4 luglio1878	1878	E. Niglutsch, B. Wagner, Giorgio Bernard, Battista Bernard		E. Niglutsch, B. Wagner, Giorgio Bernard, Battista Bernard		3000	3025	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Gardena e di Fassa > Dolomiti di Gardena > Gruppo delle Odle > Gruppo delle Odle p.d.	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Gardena e di Fassa	Dolomiti di Gardena	Gruppo delle Odle	Gruppo delle Odle p.d.	II/C-31.III-A.5.a
Sasso di Santa Croce	46.614333	11.95125	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		1953	1953	Georges Livanoscon Robert Gabriel (1° salita spigolo ovest)		Georges Livanoscon Robert Gabriel (1° salita spigolo ovest)		2500	2907	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Sesto, di Braies e d'Ampezzo > Dolomiti Orientali di Badia > Gruppo delle Cunturines > 	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Sesto, di Braies e d'Ampezzo	Dolomiti Orientali di Badia	Gruppo delle Cunturines		II/C-31.I-C.12
Testa Malinvern	44.200223	7.188599	FALSE				First absolute ascent		1878	1878	tenente Siccardi (IGM)		tenente Siccardi (IGM)		2500	2939	Alpi Occidentali > Alpi Sud-occidentali > Alpi Marittime e Prealpi di Nizza > Alpi Marittime > Catena Argentera-Pépoiri-Matto > Gruppo Malinvern-Matto-Lombarda > Gruppo Testa Malinvern-Monte Matto	Alpi Occidentali	Alpi Sud-occidentali	Alpi Marittime e Prealpi di Nizza	Alpi Marittime	Catena Argentera-Pépoiri-Matto	Gruppo Malinvern-Matto-Lombarda	Gruppo Testa Malinvern-Monte Matto	I/A-2.I-B.9.a/a
Tête du Rouget	44.955	6.263333	FALSE				First absolute ascent		23 luglio 1877	1877	Emmanuel Boileau de Castelnau	Pierre Gaspard padre e figlio	Emmanuel Boileau de Castelnau, Pierre Gaspard padre e figlio		3000	3418	Alpi Occidentali > Alpi Sud-occidentali > Alpi del Delfinato > Massiccio degli Écrins > Catena Meije-Râteau-Soreiller > Massiccio del Soreiller > 	Alpi Occidentali	Alpi Sud-occidentali	Alpi del Delfinato	Massiccio degli Écrins	Catena Meije-Râteau-Soreiller	Massiccio del Soreiller		I/A-5.III-B.9
Torre d'Ovarda	45.25766	7.22257	FALSE				First absolute ascent		12 agosto1872	1872	Michele Lessona, Paolo Ballada di Saint Robert, Giovanni Struver, A. Gras	G.B. Sefusatti padre e figlio	Michele Lessona, Paolo Ballada di Saint Robert, Giovanni Struver, A. Gras, G.B. Sefusatti padre e figlio		3000	3075	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi di Lanzo e dell'Alta Moriana > Catena Arnas-Ciamarella > Gruppo Autaret-Ovarda > Sottogruppo dell'Ovarda	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi di Lanzo e dell'Alta Moriana	Catena Arnas-Ciamarella	Gruppo Autaret-Ovarda	Sottogruppo dell'Ovarda	I/B-7.I-B.4.b
Torre di Brenta	46.16707	10.89562	FALSE				First absolute ascent		24 giugno1882	1882	Edward Theodore Compton, Matteo Nicolussi		Edward Theodore Compton, Matteo Nicolussi		3000	3014	Alpi Orientali > Alpi Sud-orientali > Alpi Retiche meridionali > Dolomiti di Brenta > Gruppo di Brenta e della Paganella > Gruppo di Brenta > Sottogruppo centrale di Brenta	Alpi Orientali	Alpi Sud-orientali	Alpi Retiche meridionali	Dolomiti di Brenta	Gruppo di Brenta e della Paganella	Gruppo di Brenta	Sottogruppo centrale di Brenta	II/C-28.IV-A.1.e
Torri del Vajolet	46.461675	11.626903	FALSE		Prime Ascensioni sulle Dolomiti		First absolute ascent		28 agosto 1882	1882	L. Bernard, G. Merzbacher		L. Bernard, G. Merzbacher		2500	2821	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Gardena e di Fassa > Dolomiti di Fassa > Gruppo del Catinaccio > Catinaccio Centrale	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Gardena e di Fassa	Dolomiti di Fassa	Gruppo del Catinaccio	Catinaccio Centrale	II/C-31.III-B.8.e/a
Tsanteleina	45.480704	7.045047	FALSE				First absolute ascent		9 agosto1865	1865	T. Blanford, R. C. Nichols, E.P. Roswell, Victor Favret, Frasseron		T. Blanford, R. C. Nichols, E.P. Roswell, Victor Favret, Frasseron	[1]	3500	3602	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi della Grande Sassière e del Rutor > Catena Grande Sassière-Tsanteleina > Gruppo Grande Sassière-Tsanteleina > Nodo della Tsanteleina	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi della Grande Sassière e del Rutor	Catena Grande Sassière-Tsanteleina	Gruppo Grande Sassière-Tsanteleina	Nodo della Tsanteleina	I/A-7.III-A.2.a
Turska gora	46.3603	14.5769	FALSE				First absolute ascent		1893	1893	Miha Kos, Miha Uršič furoni		Miha Kos, Miha Uršič furoni		2000	2251	Alpi Orientali > Alpi Sud-orientali > Alpi di Carinzia e di Slovenia > Alpi di Kamnik e della Savinja >  >  > 	Alpi Orientali	Alpi Sud-orientali	Alpi di Carinzia e di Slovenia	Alpi di Kamnik e della Savinja				
